user_name,age_range,review,review_star,list_of_recommends
umihan_k,25 - 29,sun screen produk lokal pertama kali coba ... teksturnya gel ... cepet meresap dikulit ga bikin lengket ... tp dimuka oilyku jadi kusem ...padahal banyak temen yang pake dan cocok ma produk sun screen wardah ,4,Yes
elshmef,19 - 24,"Thank God I didn't get any negative effects from this product. This is my very first wardah product so I didn't know if my skin would like it or not.
It definitely has white cast and you have to blend it a lot. It's moisturizing and it has glowing effect on my skin. But I think I'm not going to repurchase it bc I want to try something else ",4,Yes
adellannisa,19 - 24,"Awalnya suka buat newbie pake sunscreen ini, tp lama lama ngerasa terlalu oily dan bikin wajah kusam. Buat sensitive acne prone skin kayak gue, gue saranin sih gausah pake ini. tp buat yg normal skin sih udah bagus bagus aja ya buat harga segini, gatau knp product si halal ini gaperna cocok di aku😂😂",4,No
Rani18_,19 - 24,"Dulu waktu SMA, aku ga cocok dengan produk ini sampai-sampai kulit wajahku bruntusan. Tapi, sekarang sunscreen ini justru jadi andalanku setahun belakangan 😊 Proteksinya cukup untuk bikin kulitku tidak belang meskipun beraktivitas di bawah paparan sinar matahari, formulanya sangat melembapkan, no white-cast, bagus untuk dijadikan base makeup, mudah didapat, dan harganya murah lagi 😄 

Sayangnya, di kulit wajahku yang tipenya kombinasi, dia bisa bikin bagian wajah yang berminyak semakin berminyak. Tapi, aku ga terlalu ambil pusing karena pada akhirnya akan aku set pakai bedak. Patut dicoba!",4,Yes
galihfitrianti,19 - 24,"Sunscreen dari wardah ini menurut aku lumayan sihh, wanginya segerr, soal harga juga masih sangat terjangkau.. Cuman aku pribadi kurang sukanya, sunscreen ini teksturnya kan lebih ke gel yaa jadi pas dipake tuh agak berat gitu di muka. . Cuma tetep masih recommended  kok😁😁",4,Yes
ainjelnowings,30 - 34,"skin care murce yg biasa aku pakai, spfnya jga standar kok untuk di indonesia. cuma sedikit whitecastnya yg lumayan tpi bisa aja di tutup sama produk lain untungnya juga agak lengket selebihnya di maklumi lah . cocok aja kekulit aq. gak ada jerawat atau apapun yg timbul selama pemakaian . padahal kulitku cukup sensitive untuk masalah sunblock. ",4,Null
dhinar_adelia,19 - 24,"Cocok untuk kulitku yg dry/sensitif. Diaplikasikan langsung tipis"" sehabis cuci muka. Karena konsistensinya light-medium mudah meresap kedalam kulit dan bikin lembab. Tapi kalo kebanyakan pake emang bikin muka jadi kilang minyak. Packaging-nya lumayan jadi gk mudah tumpah. Cuma isinya dikit banget (menurutku). Repurchase? Yes.",4,Null
mailaul,19 - 24,"Isinya ternyata kecil banget. Untuk harga dan isi jadinya cukup standar. Produk cukup ok, gak ada sensasi perih atau apa saat kupakai. Gak menimbulkan whitecast bisa menyerap dengan baik dan gk bikin rusak makeup.",4,Yes
nanamanda,25 - 29,"produk ini menurutku sih nyaman2 aja yaa, mskpun pas pakek lama meresapnya. tapi ga bisa seharian full pakek ini, apa lagi di panas2an ttp aja bakal belang. biasanya stlah 4 jam q cuci muka, trus pakai lagi.
",4,Yes
anggie_15,18 and Under,"karna muka ku ini sangat sangat lah cepat belang kalo ga pake sunscreen jadi aku coba ini bagus ko tapi bikin muka berminyak banget , tapi buat saya kalo kita rajin reapply 4 jam sekali si ga bikin terlalu minyak ",4,Yes
nataliaputri,19 - 24,"sunscreen muka yg recomended bgt buat aku. selain nglindungin dari panasnya sinar matahari , ss ini juga mencerahkan kulit aku . awal pake emang agak bruntusan gitu dimuka, tp sekarang udah gak lagi . teksturnya itu gel dan ringan gak lengket jg. ",4,Null
nandakis,19 - 24,"Sejauh ini, dia sunscreen ter fav aku!! Emang sih agak susah di blend dan ngeresepnya lumayan lama, apalagi setelah pake wajah jadi kek kilang minyak gt wkwk jadi stelah pake harus di tindih(?) sama bedak. But overall di muka aku cocok, apalagi bener2 meresap dan ga luntur saat muka lg berkeringat.",4,Yes
nurisadiah,19 - 24,"sunscreen yang enak bgt di apply dikulit, teksturnya gel dan emang agak lengket tp kalau udah dipake muka jadi dingin2 gitu rasanya.. dan gelnya itu ringan , kulit wajah kalau udah pake ini juga gak kering dan tetep moist",4,Null
nbakmali,19 - 24,"sunscreen pertama aku. nggak ngecewain. cepet kering dan nggak bikin whitecast. wanginya menurut aku juga enak, kaya buah2 an gitu dan nggak menyengat. cuma pas aku timpa pakai bedak atau bb cream dengan puff atau spons jadi ada ky daki gituloh. kyknya produk ini mengandung silicon atau apalah gitu ya. jadi aku coba ganti puff bedak dengan brush. setelah itu fine2 aja. berniat repurchase tp pengen coba brand yg lain dulu.",4,Yes
umihan_k,25 - 29,"ini tuh suncare coba"" krn rayuan mba spg ... cepet meresap dan ga bikin komedoan ... tp klo diapply tanpa pake loose powder mukaku jd oily bngt ... bisa buat goreng telur  ... makanya jd males reapply suncare",4,Yes
Ghestafiani,19 - 24,aku udah repurchase ini beberapa kali karena suka nya dia ringan diwajah gak bkin white case dan melembab kan mgkn yg buat kulit berminyak gak bakalan suka karena dia agak lama nyerapnya jadi kayak bkin wajah makin berminyak kalo dikulitku gak masalah masih okok aja ,4,Null
divaazh,18 and Under,"Pas pake ini dua ruas jari jadinya oily banget di muka, sekarang makanya dikit doang tapi jadi ga kusam & lily di muka aku.  











































































",4,Yes
neesafachrun,25 - 29,"enak baunya , ringan jg pas di aplikasiin, tp produknya udh gk dijual di indo/alfa lg ya
mau repurchase ini tp skrg susah bgt nyarinya dimana biasanya di alfa2 deket rumah ada eh skrg udh gk ada , jd berpindah ke produk lain deh :( 
i'm so sorry",4,Yes
Miyaaa05,19 - 24,"Dengan harga 30rbuan dapat sunscren sebagus ini sih menurutku garugi banget loh, diwajah aku ini tuh cocok cuma kali agak lama jadi minyakan karena emang kulitku cenderung kombinasi dan berminyak jadi kalo pakenya agak lama jadi kurang nyaman gitu hehe, overall bagus sih dan yg terpenting tidak bikin kulit tambah lebih kusam",4,Yes
elvayaznabilah_31,19 - 24,"Ini pertama kalinya aku beli sunscreen karena biasanya only use day cream no spf haha.. Jadi, wardah sunscreen ini tuh bentuknya krim bkn gel, dan terksturnya ga terlalu lengket. Masih nyaman buat dipake diwajah. Harganya juga cukup terjangkauu, so, repurchase sih buat aku:)",4,Null
Ertinsetyo,25 - 29,"Seinget aku dulu waktu kuliah cocok sama sunscreen ini, lembab, pas dipake jg nyaman2 aja mskpn agak lengket tp gak mengganggu buat aku, trus kmrn2 nyoba lagi knp keluar bruntusan dipipi, aku stop trus Ak coba lg ee trnyata gt lg. Oke jd mngkn krn dulu kulit aku msh baik2 aj jd pake ss ini gk ad masalah, tp krn sekarang kulit udh bnyk masalah jd rewel deh... maaf mngkn kisah kita sampai disini aja.",4,No
Hanifa_ZUhria,25 - 29,"Suka banget sm sunscreen wardah ini. Dengan spfnya yg cukup tinggi, bisa melindungi kulit wajahku saat aku berada di luar rumah. Teksturnya cepet meresap, ngak lengket juga. Kalau dipakai kebanyakan, wajahku terasa seperti berminyak jd pakainya dikit aja 😁. Dangat praktis dibawa kemana mana dan harganya cukup terjangkau 😣",4,Yes
zahrohal_,19 - 24,"Sunscreen pertama aku, aku suka banget dulu, tapi gara"" coba yg lain jadi tergeser, bikin lembab si juga si ini,bikin cerah langsung glowing tapi sedikit White cast menurutku, kapan"" akan repurchase, tapi kayanya aku mau cari yg lebih nampol spf nya ",4,Yes
aprilitania,25 - 29,"Semenjak kuliah aku mulai pake sunscreen, terus aku cobain produknya wardah ini. Emang sih berasa minyakan gitu cuman lama2 meresap terus aku kasih loose powder aja buat sehari-hari. Produk ini tuh terjangkau banget dan gampang banget dicarinya",4,Yes
dindaarinda,25 - 29,"suka banget sama sunscreen satu ini, dia emang bener2 bisa bisa nglindungin wajah aku dari ancaman kegongan akibat sinar maahari di luar sana. selain itu pake ini muka juga gak keliatan kusam ttp cerah aja gitu.",4,Null
marshanadiaaa,19 - 24,"Ini legend bgt sii.. dulu pas masi kumel pas sma tuh mana tau aku sunscreen dllll.. dibeliin smaa mama sii duluuu thx mommm seneng pertamakali dibeliin skinker expert ya ini😂😂😂😅🥰🥰🥰 grgr aku ngeluh itemmmm dibeliin sunscreen malah jarang dipake grgr bikin kusemmmm hufff ya memang sih pas sekarang2 nyoba punya temen tuh reaksi pertama aku ""lah masih ada?!?!!?""Terus pas aku coba. Euh gasuka teksturnya ternuata:((( nyerepnya ga sebagus biore ku hehe juarak",4,Null
utytut,25 - 29,"salah satu sun screen lokal yg bagus,  kurang nya suka pedih ke mata. 
teksturnya kaya lotion, gampang di blend dan finishnya ya gimana sun screen pada umumnya minyakan gt tp ga lebay kok,  buat sunscreen dirumah jadilaaah ",4,Yes
inami1212,25 - 29,"Untungnya wajah aku tau diri, dengan sunscreen drugstore aku cocok banget. Emang lama sih nyerapnya. Yaaa itu bisa dengan mudah di atasin lah. Cuma satu kekurangannya kalau kita keringetan habis make ini, bikin kulit wajah kita itu keliatan minyak gitu. ",4,Yes
anyndia,19 - 24,"udah lama sih pake sun screen nya wardah, beli karena emang pengen coba aja, menurut aku sih lumayan ya nggak bagus"" amat, cuma dia beneran ngelindungin banget dari sinar matahari, waktu itu aku pake buat berenang, dan teman"" aku gaada yg pake sun screen ujung""nya pada belang wajahnya sedangkan aku nggak dong!? suka bgt sih, cuma sayang aja dia agak lengket",4,Yes
febridaazzahra,18 and Under,"Ini bagus sih ringan banget buat anak sekolah tapi emang agak lengket gitu,
terus kayak susah dibaurin ke wajah dan juga ada sedikit whitecast nya tapi no
problem sih wangi nya enak dan cepat meresapnya bikin muka glowing wkwkwkw",4,Yes
febridaazzahra,18 and Under,"Ini bagus sih ringan banget buat anak sekolah tapi emang agak lengket gitu, terus kayak susah dibaurin ke wajah dan juga ada sedikit whitecast nya tapi no problem sih wangi nya enak dan cepat meresapnya.",4,Yes
ifinmajid11,19 - 24,"fyi, i am male and i have oily and acne prone skin. sempat underestimate sama produk ini soalnya takut akan sama saja seperti produknya brand sebelah yang harganya nggak jauh beda sama ini. tapi salah total, dari segi aroma dia sangat harum dan aku suka. untuk kulit oily sangat disarankan sih soalnya dia jatuhnya matte dan nggak lengket tapi tetep ninggalin whitecast dikit, tapi nggak masalah. untuk uji ketahanan dia kurang enak soalnya kalau keluar keringat akan lengket dan jatuhnya gerah gitu, but better daripada brand sebelah. kesimpulannya, di aku dia bagus banget di harga yang segitu.",4,Yes
angelicasz,18 and Under,"menurut aku ini juga bagus sih, cuma emang agak lebih berat aja daripada em*n@, makanya kalo aku pake gak pernah sampe full dua jari karena berat bgt dan malah bikin kucel dimuka :(( tapi bagus sih menurut aku hehe ❤️",4,Yes
Beexyng,30 - 34,"Buat aku yg wajahnya berminyak dan acne prone, ahmdulillah gak bikin minyak berlebih dan gak timbul jerawat. Tekturnya kaya cream tapi gak lengket di wajah dan gampang meresap. Sejauh ini ok pemakaian sunscreen ini. Kemasannya yg tube jadi travel friendly, gak terlalu gede tapinjuga gak kecil banget. Baru tube pertama dan sudah mau habis. Repurchase? Yes",4,Yes
Innaz27,25 - 29,sunscreen dari wardah ini sebenarnya bagus bagus aja apalagi spfnya 35 itu lumayan bagus buat di pake pas siang hari. cuma jeleknya sunscreen ini lengket terus kaya oily bangeet buat aku dan bikin ga nyaman :(,4,Yes
chaesari,25 - 29,"Baru pertama kali pake sunscreen, selama ini cmn pake pelembab. Agak bikin oil di wajahku dan agak lama nyerapnya yaak. Jd kl dipake buru” mending pake pelembab yang ada SPF sekalian. Paling gak aku pake ini gak bikin jerawat, jadi cocok” aja pake ini☺️☺️",4,Yes
ellenalf,19 - 24,Pakee dr SMP sampe SMA kls 1 keknya. (skrg smt 5). Dlu sihh ok ya seingetku. Ga bikin bruntusan. Dlu blm kenal skincare bgt pake ini rasanya dah cukup. Bikin lembab jg lumayan sii. Yg penting buat aktifitas sekolahan bikin aku gak gosong wktu itu. Oke sihhh gak bikin breakout di kulitku yg oily acne prone ini,4,Yes
firdarahmawatti,19 - 24,"Udah beberapa kali nyobain macem macem sunscreen...dan aku penasaran sama si wardah, kebetulan aku lagi keluar rumah lupa bawa sunscreen, akhirnya beli...setelah aku pake rasanya nyaman nyaman aja malah ini gak bikin risih kaya pake suncreen dari brand sebelah...kaya pake pelembab aja....gatau kalo di pakenya lama lama di bawa lari larian di lapangan tengah hari....karena aku nyaman aja pakenya....recomend sih menurut aku...selain harganya murah gampang di temuin juga",4,Yes
ramachrysta,25 - 29,"Holly grail jaman kuliah!! Selain harga nya murah tapi produk cukup melindungi kulit
Saat jaman kuliah lebih sering ada kelas di lapangan jadi butuh banget sunscreen meskipun pakai nya masih tidak begitu rajin. Engga bikin BO ke muka dan tidak menimbulkan gatal/reaksi tidak cocok lainnya ke kulit wajah.",4,Yes
shahnazoktari,25 - 29,ink tuh sunscreen fav ke dua setelah emina.  kurangnya dari emina dia tuh gk nahan minyak di aku sih dan isinya juga lebih dikit dari emina hehehe..  plusnya dari emina dia tuh wanginya gk nyengat jadii suka aja..  repurchase?  belum dulu deh ,4,Yes
Rimaindr,18 and Under,awal pemakaian sih lengket dan agak lama keringnya.. kutumpuk cream lain jadinya berat pas diratain. reapply  6 jam sekali lumayan ga bikin gosong kayak dlu sblm kenal sunscreen. tapi bikin kusam di wajahku,4,Yes
Anggra1004,25 - 29,"aku pernah pake sunscreen wardah ini ya lumayan sih buat kulit aku, tapi aku kurang suka karna agak sedikit lengket apalagi kalau wajah aku sudah bekeringat dan sunscreen nya jadi agak lengket, aku suka sih dengan produk ini tapi pas udah terkena keringat yang gak sukanya",4,Yes
izza2306,25 - 29,"Product sunscreen pertama yang kugunakan dan continue selama kurang lebih 2 tahun ga ganti dong... Simply karena sudah cocok dan harga affordable. Ga ada reaksi penolakan, tapi hasilnya juga... entahlah gimana ngukurnya? Flek hitam masih nambah terus sih... Heu",4,Yes
fatisatisa,25 - 29,"+ Mudah diblend (diusap2 satu arah atau ditap2 aja)
+ Melembabkan (klo pagi pakai ini aja tanpa moisturizer sudah cukup)
+ Cpt meresap
+ Ada dingin2nya
+ Wanginya enak (lebih enak drpd Emin*, menurutku kyk wangi jeruk tp gk bikin pusing)
+ Tubenya handy dan travel friendly
+ Murah (28 ribuan)
+ Mudah ditemukan

- Finishnya agak bikin mengkilap/terlihat minyakan
- Whitecast",4,Yes
fatisatisa,25 - 29,"+ Mudah diblend
+ Melembabkan (klo pagi pakai ini aja tanpa moisturizer sudah cukup)
+ Cpt meresap
+ Ada dingin2nya
+ Wanginya enak (lebih enak drpd Emin*, menurutku kyk wangi jeruk2 tp gk bikin pusing)
+ Tubenya handy dan travel friendly
+ Murah (28 ribuan)
+ Mudah ditemukan

- Whitecast
- Finishnya agak bikin kulit mengkilap/terlihat berminyak",4,Yes
alfiyyah_,19 - 24,"Sunscreen ini teksturnya kental, tapi mudah meresap dikulit, hasil akhirnya sedikit agak lengket dikulit aku,untuk harganya sangat affordable dan pastinya sunscreen ini bisa melindungi kulit aku dari paparan sinar matahari 😍😍",4,Yes
indripitaloka,19 - 24,"pertama kali pakai langsung suka krn gak ninggalin white cast di kulit terus gak lengket juga, tapi setelah pakai ini muka agak sedikit kemerahan but its fine, harganya juga pas banget di kantong mahasiswa ",4,Yes
shofiyaatunn,18 and Under,bagi aku sih enak banget tapi sayang nya dia agak lengket terus bikin muka agak merah habis pake tapi entar balik lagi sihh... tapi overall bagus harganya juga lumayan murah dan gampang banget di carinya...beli lagi? yes!!!,4,Yes
amandapw,18 and Under,"Wangiiiiiii pokoknyaa , tapi kentel dan menyerap lama , teksturnya ga ringan, enak sih kalau di pakai tapi kalau kebanyakan bakalan ajadi breakout, kalau gak rata makainya bakalan putih2 mukanya😂 tapi buat pemakaian sehari2 dirumah worth it lah",4,Yes
septiarin,25 - 29,sunscreen tapi teksturnya gel ini enak banget aku aplikasiin dikulit aku. cukup nglidungin aku daari panasnya sinar matahari langsung. kulit juga jadi gak gosong ataupun belang2. setelah pake ini muka juga keliatan glowy gitu. ,4,Null
Ameliasafitri03,19 - 24,ini suncreennya super lengket dan lama banget nyerapnya. biasanya kalo pake ini bentar doang udah minyakan. aku pake ini lumayan lama sekitar 2 tahunan tapi menurutku muka aku malah semakin belang dan gak ada perubahan(?) jadi kayaknya gak bakal nyobain ini lagi🙃,4,Null
adisainur,19 - 24,"recommended product! sunscreen yang ga bikin white cast✨ tekstur gel jadi super ringaaan, dan adeem banget diwajah karna ada aloe vera extract nya✨ spf 30 cocok buat daily routine, cewe-cewe wajib punya!!",4,Yes
HanaJasumin,25 - 29,"produk ini bagus, suka dengan wanginya, tapi karena mungkin mukaku jenisnya kombinasi berminyak, yaaa setelah pakai ini oksidasinya tinggi, sehingga mukaku kelihatan kusam. akan tetapi, aku akalin aja pakai bedak tabur. ",4,Yes
yulistia19,19 - 24,produk ini merupakan produk sunscreen kedua aku setelah skinaqua. pemakaiannya mudah menyerap banget terus ga tau kenapa di kulit aku kayak bisa jadi tone up cream juga dan ngelembabin. cuma aku kurang suka sama baunya yang terlalu wangi bagi aku.,4,Yes
hannifaprmta,19 - 24,Sunscreen lokal kedua setelah miniso haha 😅 dia ampuh banget di aku daripada sunscreen aku yang sebelumnya. Semenjak pake ini aku udah jarang banget dan hampir ga pernah ada belang di mukaku 🤧✨ dia ringan teksturnya tapi agak lengket cuma lama-lama bikin berminyak di muka. Repurchase? Maybe 😊,4,Yes
